Year,Rank,Rider,Team,TotalSeconds,GapSeconds
2019,34,MIKAEL CHEREL,AG2R LA MONDIALE,303572,4952
2019,35,PATRICK KONRAD,BORA - HANSGROHE,303695,5075
2019,36,GREG VAN AVERMAET,CCC TEAM,303896,5276
2019,37,MARC SOLER,MOVISTAR TEAM,304365,5745
2019,38,JACK HAIG,MITCHELTON - SCOTT,304439,5819
2019,39,VINCENZO NIBALI,BAHRAIN - MERIDA,304442,5822
2019,40,LENNARD KÄMNA,TEAM SUNWEB,304596,5976
2019,41,ALEXIS VUILLERMOZ,AG2R LA MONDIALE,304627,6007
2019,42,GORKA IZAGIRRE INSAUSTI,ASTANA PRO TEAM,304637,6017
2019,43,JASPER STUYVEN,TREK - SEGAFREDO,304842,6222
2019,44,DYLAN TEUNS,BAHRAIN - MERIDA,304877,6257
2019,45,NICOLAS ROCHE,TEAM SUNWEB,305060,6440
2019,46,DYLAN VAN BAARLE,TEAM INEOS,305318,6698
2019,47,SERGIO LUIS HENAO MONTOYA,UAE TEAM EMIRATES,305377,6757
2019,48,MATHIAS FRANK,AG2R LA MONDIALE,305451,6831
2019,49,SIMON PHILIP YATES,MITCHELTON - SCOTT,305454,6834
2019,50,JONATHAN CASTROVIEJO NICOLAS,TEAM INEOS,305482,6862
2019,51,ILNUR ZAKARIN,TEAM KATUSHA ALPECIN,305577,6957
2019,52,MATTEO TRENTIN,MITCHELTON - SCOTT,305678,7058
2019,53,RUI COSTA,UAE TEAM EMIRATES,305762,7142
2019,54,PELLO BILBAO LOPEZ DE ARMENTIA,ASTANA PRO TEAM,305770,7150
2019,55,ANDREY AMADOR,MOVISTAR TEAM,305815,7195
2019,56,TONY GALLOPIN,AG2R LA MONDIALE,306000,7380
2019,57,PIERRE LUC PERICHON,"COFIDIS, SOLUTIONS CREDITS",306155,7535
2019,58,DAMIANO CARUSO,BAHRAIN - MERIDA,306255,7635
2019,59,TIESJ BENOOT,LOTTO SOUDAL,306268,7648
2019,60,THOMAS DE GENDT,LOTTO SOUDAL,306453,7833
2019,61,SIMON CLARKE,EF EDUCATION FIRST,306523,7903
2019,62,BENJAMIN KING,TEAM DIMENSION DATA,306540,7920
2019,63,SIMON GESCHKE,CCC TEAM,306625,8005
2019,64,NILS POLITT,TEAM KATUSHA ALPECIN,306688,8068
2019,65,FABIO FELLINE,TREK - SEGAFREDO,306723,8103
2019,66,REIN TAARAMÄE,TOTAL DIRECT ENERGIE,306762,8142
2019,67,MICHAEL MATTHEWS,TEAM SUNWEB,306814,8194
2019,68,OLIVER NAESEN,AG2R LA MONDIALE,306823,8203
2019,69,ALBERTO BETTIOL,EF EDUCATION FIRST,306966,8346
2019,70,MICHAEL SCHÄR,CCC TEAM,307005,8385
2019,71,OMAR FRAILE MATARRANZ,ASTANA PRO TEAM,307012,8392
2019,72,DARYL IMPEY,MITCHELTON - SCOTT,307318,8698
2019,73,JOSEPH ROSSKOPF,CCC TEAM,307416,8796
2019,74,MAXIME BOUET,TEAM ARKEA - SAMSIC,307504,8884
2019,75,MICHAEL VALGREN,TEAM DIMENSION DATA,307507,8887
2019,76,EDVALD BOASSON-HAGEN,TEAM DIMENSION DATA,307519,8899
2019,77,SERGE PAUWELS,CCC TEAM,307754,9134
2019,78,ELIE GESBERT,TEAM ARKEA - SAMSIC,307802,9182
2019,79,NELSON OLIVEIRA,MOVISTAR TEAM,307971,9351
2019,80,ROMAIN SICARD,TOTAL DIRECT ENERGIE,308126,9506
2019,81,TOMS SKUJINS,TREK - SEGAFREDO,308210,9590
2019,82,PETER SAGAN,BORA - HANSGROHE,308484,9864
2019,83,MICHAL KWIATKOWSKI,TEAM INEOS,308594,9974
2019,84,GIANNI MOSCON,TEAM INEOS,308663,10043
2019,85,SONNY COLBRELLI,BAHRAIN - MERIDA,308727,10107
2019,86,NATNAEL BERHANE,"COFIDIS, SOLUTIONS CREDITS",308785,10165
2019,87,ANTHONY PEREZ,"COFIDIS, SOLUTIONS CREDITS",308916,10296
2019,88,ANDREA PASQUALON,WANTY - GOBERT CYCLING TEAM,309025,10405
2019,89,DANIEL OSS,BORA - HANSGROHE,309116,10496
2019,90,ANTHONY DELAPLACE,TEAM ARKEA - SAMSIC,309123,10503
2019,91,HUGO HOULE,ASTANA PRO TEAM,309191,10571
2019,92,AMAEL MOINARD,TEAM ARKEA - SAMSIC,309377,10757
2019,93,JAN TRATNIK,BAHRAIN - MERIDA,309457,10837
2019,94,TIM WELLENS,LOTTO SOUDAL,309523,10903
2019,95,PAUL OURSELIN,TOTAL DIRECT ENERGIE,309527,10907
2019,96,STEFAN KÜNG,GROUPAMA - FDJ,309578,10958
2019,97,DRIES DEVENYNS,DECEUNINCK - QUICK - STEP,309582,10962
2019,98,JENS KEUKELEIRE,LOTTO SOUDAL,309649,11029
2019,99,IMANOL ERVITI,MOVISTAR TEAM,309694,11074
2019,100,STÉPHANE ROSSETTO,"COFIDIS, SOLUTIONS CREDITS",309735,11115
2019,101,MIKE TEUNISSEN,TEAM JUMBO - VISMA,309834,11214
2019,102,ANTHONY ROUX,GROUPAMA - FDJ,309949,11329
2019,103,KÉVIN LEDANOIS,TEAM ARKEA - SAMSIC,310157,11537
2019,104,MAGNUS CORT NIELSEN,ASTANA PRO TEAM,310162,11542
2019,105,CARLOS VERONA QUINTANILLA,MOVISTAR TEAM,310205,11585
2019,106,LILIAN CALMEJANE,TOTAL DIRECT ENERGIE,310236,11616
2019,107,VEGARD STAKE LAENGEN,UAE TEAM EMIRATES,310344,11724
2019,108,JULIEN SIMON,"COFIDIS, SOLUTIONS CREDITS",310448,11828
2019,109,LUKE DURBRIDGE,MITCHELTON - SCOTT,310536,11916
2019,110,SVEN ERIK BYSTROM,UAE TEAM EMIRATES,310600,11980
2019,111,ODD CHRISTIAN EIKING,WANTY - GOBERT CYCLING TEAM,310618,11998
2019,112,JUUL CHRISTOPHER JENSEN,MITCHELTON - SCOTT,310762,12142
2019,113,BENOIT COSNEFROY,AG2R LA MONDIALE,310977,12357
2019,114,IVAN GARCIA CORTINA,BAHRAIN - MERIDA,310983,12363
2019,115,ALEXIS GOUGEARD,AG2R LA MONDIALE,311050,12430
2019,116,NIKIAS ARNDT,TEAM SUNWEB,311083,12463
2019,117,MADS WÜRTZ SCHMIDT,TEAM KATUSHA ALPECIN,311182,12562
2019,118,JASPER DE BUYST,LOTTO SOUDAL,311316,12696
2019,119,MATEJ MOHORIC,BAHRAIN - MERIDA,311443,12823
2019,120,FREDERIK BACKAERT,WANTY - GOBERT CYCLING TEAM,311460,12840
2019,121,FABIEN GRELLIER,TOTAL DIRECT ENERGIE,311532,12912
2019,122,KASPER ASGREEN,DECEUNINCK - QUICK - STEP,311718,13098
2019,123,FLORIAN VACHON,TEAM ARKEA - SAMSIC,312022,13402
2019,124,REINARDT JANSE VAN RENSBURG,TEAM DIMENSION DATA,312070,13450
2019,125,KOEN DE KORT,TREK - SEGAFREDO,312108,13488
2019,126,MATTHIEU LADAGNOUS,GROUPAMA - FDJ,312131,13511
2019,127,LUKASZ WISNIOWSKI,CCC TEAM,312214,13594
2019,128,JOSÉ GONÇALVES,TEAM KATUSHA ALPECIN,312255,13635
2019,129,STEPHEN CUMMINGS,TEAM DIMENSION DATA,312405,13785
2019,130,ELIA VIVIANI,DECEUNINCK - QUICK - STEP,312577,13957
2019,131,ANTHONY TURGIS,TOTAL DIRECT ENERGIE,312611,13991
2019,132,CALEB EWAN,LOTTO SOUDAL,312694,14074
2019,133,YVES LAMPAERT,DECEUNINCK - QUICK - STEP,312697,14077
2019,134,CHAD HAGA,TEAM SUNWEB,312711,14091
2019,135,TOM SCULLY,EF EDUCATION FIRST,312832,14212
2019,136,AIME DE GENDT,WANTY - GOBERT CYCLING TEAM,312845,14225
2019,137,NICCOLÒ BONIFAZIO,TOTAL DIRECT ENERGIE,313004,14384
2019,138,KEVIN VAN MELSEN,WANTY - GOBERT CYCLING TEAM,313040,14420
2019,139,ALEXANDER KRISTOFF,UAE TEAM EMIRATES,313085,14465
2019,140,AMUND GRØNDAHL JANSEN,TEAM JUMBO - VISMA,313142,14522
2019,141,MARCUS BURGHARDT,BORA - HANSGROHE,313158,14538
2019,142,MAXIME MONFORT,LOTTO SOUDAL,313256,14636
2019,143,WILLIAM BONNET,GROUPAMA - FDJ,313352,14732
2019,144,ANDRÉ GREIPEL,TEAM ARKEA - SAMSIC,313440,14820
2019,145,DYLAN GROENEWEGEN,TEAM JUMBO - VISMA,313450,14830
2019,146,MICHAEL HEPBURN,MITCHELTON - SCOTT,313472,14852
2019,147,LARS BAK YTTING,TEAM DIMENSION DATA,313488,14868
2019,148,MARCO HALLER,TEAM KATUSHA ALPECIN,313517,14897
2019,149,MAXIMILIANO RICHEZE,DECEUNINCK - QUICK - STEP,313625,15005
2019,150,ROGER KLUGE,LOTTO SOUDAL,313843,15223
2019,151,ALEX DOWSETT,TEAM KATUSHA ALPECIN,313899,15279
2019,152,MICHAEL MØRKØV,DECEUNINCK - QUICK - STEP,314193,15573
2019,153,JENS DEBUSSCHERE,TEAM KATUSHA ALPECIN,314767,16147
2019,154,YOANN OFFREDO,WANTY - GOBERT CYCLING TEAM,314923,16303
2019,155,SEBASTIAN LANGEVELD,EF EDUCATION FIRST,315083,16463
2020,1,TADEJ POGACAR,UAE TEAM EMIRATES,314405,0
2020,2,PRIMOZ ROGLIC,TEAM JUMBO - VISMA,314464,59
2020,3,RICHIE PORTE,TREK - SEGAFREDO,314615,210
2020,4,MIKEL LANDA MEANA,BAHRAIN - MCLAREN,314763,358
2020,5,ENRIC MAS NICOLAU,MOVISTAR TEAM,314772,367
2020,6,MIGUEL ANGEL LOPEZ MORENO,ASTANA PRO TEAM,314812,407
2020,7,TOM DUMOULIN,TEAM JUMBO - VISMA,314873,468
2020,8,RIGOBERTO URAN,EF PRO CYCLING,314887,482
2020,9,ADAM YATES,MITCHELTON - SCOTT,314970,565
2020,10,DAMIANO CARUSO,BAHRAIN - MCLAREN,315248,843
2020,11,GUILLAUME MARTIN GUYONNET,COFIDIS,315423,1018
2020,12,ALEJANDRO VALVERDE,MOVISTAR TEAM,315466,1061
2020,13,RICHARD CARAPAZ,INEOS GRENADIERS,315958,1553
2020,14,WARREN BARGUIL,TEAM ARKEA - SAMSIC,316269,1864
2020,15,SEPP KUSS,TEAM JUMBO - VISMA,316945,2540
2020,16,PELLO BILBAO LOPEZ DE ARMENTIA,BAHRAIN - MCLAREN,317761,3356
2020,17,NAIRO QUINTANA,TEAM ARKEA - SAMSIC,318192,3787
2020,18,PIERRE ROLLAND,B&B HOTELS - VITAL CONCEPT P / B KTM,318511,4106
2020,19,CARLOS VERONA QUINTANILLA,MOVISTAR TEAM,319199,4794
2020,20,WOUT VAN AERT,TEAM JUMBO - VISMA,319236,4831
2020,21,MARC SOLER,MOVISTAR TEAM,319918,5513
2020,22,GORKA IZAGIRRE INSAUSTI,ASTANA PRO TEAM,320177,5772
2020,23,JHOAN ESTEBAN CHAVES RUBIO,MITCHELTON - SCOTT,320330,5925
2020,24,SÉBASTIEN REICHENBACH,GROUPAMA - FDJ,320372,5967
2020,25,KENNY ELISSONDE,TREK - SEGAFREDO,320411,6006
2020,26,MIKAEL CHEREL,AG2R LA MONDIALE,320456,6051
2020,27,VALENTIN MADOUAS,GROUPAMA - FDJ,320568,6163
2020,28,DANIEL FELIPE MARTINEZ POVEDA,EF PRO CYCLING,321317,6912
2020,29,THIBAUT PINOT,GROUPAMA - FDJ,321599,7194
2020,30,MICHAL KWIATKOWSKI,INEOS GRENADIERS,321997,7592
2020,31,ROMAIN SICARD,TOTAL DIRECT ENERGIE,322387,7982
2020,32,LUIS LEON SANCHEZ,ASTANA PRO TEAM,322432,8027
2020,33,LENNARD KÄMNA,BORA - HANSGROHE,322544,8139
2020,34,GEORGE BENNETT,TEAM JUMBO - VISMA,322554,8149
2020,35,ALEXIS VUILLERMOZ,AG2R LA MONDIALE,322584,8179
2020,36,JULIAN ALAPHILIPPE,DECEUNINCK - QUICK - STEP,322756,8351
2020,37,HUGH JOHN CARTHY,EF PRO CYCLING,322836,8431
2020,38,EMANUEL BUCHMANN,BORA - HANSGROHE,322922,8517
2020,39,RUDY MOLARD,GROUPAMA - FDJ,323218,8813
2020,40,JAN POLANC,UAE TEAM EMIRATES,323399,8994
2020,41,DANIEL MARTIN,ISRAEL START-UP NATION,323430,9025
2020,42,ROBERT GESINK,TEAM JUMBO - VISMA,323440,9035
2020,43,BOB JUNGELS,DECEUNINCK - QUICK - STEP,323615,9210
2020,44,JESUS HERRADA,COFIDIS,323695,9290
2020,45,HAROLD TEJADA CANACUE,ASTANA PRO TEAM,323827,9422
2020,46,ALEXEY LUTSENKO,ASTANA PRO TEAM,323982,9577
2020,47,HUGO HOULE,ASTANA PRO TEAM,323999,9594
2020,48,SIMON GESCHKE,CCC TEAM,324272,9867
2020,49,NICOLAS EDET,COFIDIS,324529,10124
2020,50,GREG VAN AVERMAET,CCC TEAM,324595,10190
2020,51,NIKLAS EG,TREK - SEGAFREDO,324609,10204
2020,52,THOMAS DE GENDT,LOTTO SOUDAL,324721,10316
2020,53,QUENTIN PACHER,B&B HOTELS - VITAL CONCEPT P / B KTM,324862,10457
2020,54,MARC HIRSCHI,TEAM SUNWEB,324879,10474
2020,55,NELSON OLIVEIRA,MOVISTAR TEAM,325306,10901
2020,56,NEILSON POWLESS,EF PRO CYCLING,325394,10989
2020,57,MAXIMILIAN SCHACHMANN,BORA - HANSGROHE,325413,11008
2020,58,SOREN KRAGH ANDERSEN,TEAM SUNWEB,325591,11186
2020,59,DYLAN VAN BAARLE,INEOS GRENADIERS,325667,11262
2020,60,OMAR FRAILE MATARRANZ,ASTANA PRO TEAM,326026,11621
2020,61,OLIVER NAESEN,AG2R LA MONDIALE,326529,12124
2020,62,ALBERTO BETTIOL,EF PRO CYCLING,326700,12295
2020,63,FELIX GROSSSCHARTNER,BORA - HANSGROHE,326722,12317
2020,64,NICOLAS ROCHE,TEAM SUNWEB,326838,12433
2020,65,NANS PETERS,AG2R LA MONDIALE,326871,12466
2020,66,WINNER ANACONA,TEAM ARKEA - SAMSIC,327165,12760
2020,67,JAN HIRT,CCC TEAM,327303,12898
2020,68,BEN HERMANS,ISRAEL START-UP NATION,327437,13032
2020,69,MICHAEL SCHÄR,CCC TEAM,327540,13135
2020,70,JOSÉ ROJAS,MOVISTAR TEAM,327654,13249
2020,71,JASPER STUYVEN,TREK - SEGAFREDO,327657,13252
2020,72,DAVID DE LA CRUZ MELGAREJO,UAE TEAM EMIRATES,327685,13280
2020,73,MICHAEL VALGREN,NTT PRO CYCLING TEAM,327710,13305
2020,74,IMANOL ERVITI,MOVISTAR TEAM,328085,13680
2020,75,TIESJ BENOOT,TEAM SUNWEB,328135,13730
2020,76,MATEJ MOHORIC,BAHRAIN - MCLAREN,328147,13742
2020,77,ANDREY AMADOR,INEOS GRENADIERS,328149,13744
2020,78,CYRIL GAUTIER,B&B HOTELS - VITAL CONCEPT P / B KTM,328322,13917
2020,79,MATTEO TRENTIN,CCC TEAM,328335,13930
2020,80,DARIO CATALDO,MOVISTAR TEAM,328376,13971
2020,81,TOMS SKUJINS,TREK - SEGAFREDO,328394,13989
2020,82,VEGARD STAKE LAENGEN,UAE TEAM EMIRATES,328402,13997
2020,83,JACK BAUER,MITCHELTON - SCOTT,328839,14434
2020,84,PETER SAGAN,BORA - HANSGROHE,329060,14655
2020,85,KRISTS NEILANDS,ISRAEL START-UP NATION,329468,15063
2020,86,PIERRE LUC PERICHON,COFIDIS,329673,15268
2020,87,PAVEL SIVAKOV,INEOS GRENADIERS,329743,15338
2020,88,LUKA MEZGEC,MITCHELTON - SCOTT,329832,15427
2020,89,JENS KEUKELEIRE,EF PRO CYCLING,329932,15527
2020,90,DRIES DEVENYNS,DECEUNINCK - QUICK - STEP,330046,15641
2020,91,TEJAY VAN GARDEREN,EF PRO CYCLING,330145,15740
2020,92,CASPER PEDERSEN,TEAM SUNWEB,330258,15853
2020,93,SONNY COLBRELLI,BAHRAIN - MCLAREN,330287,15882
2020,94,MATTHIEU LADAGNOUS,GROUPAMA - FDJ,330297,15892
2020,95,DAYER QUINTANA,TEAM ARKEA - SAMSIC,330355,15950
2020,96,CYRIL BARTHE,B&B HOTELS - VITAL CONCEPT P / B KTM,330432,16027
2020,97,DARYL IMPEY,MITCHELTON - SCOTT,330524,16119
2020,98,TOM VAN ASBROECK,ISRAEL START-UP NATION,330802,16397
2020,99,JUUL CHRISTOPHER JENSEN,MITCHELTON - SCOTT,330848,16443
2020,100,ALESSANDRO DE MARCHI,CCC TEAM,330851,16446
2020,101,EDVALD BOASSON-HAGEN,NTT PRO CYCLING TEAM,330864,16459
2020,102,KÉVIN LEDANOIS,TEAM ARKEA - SAMSIC,330953,16548
2020,103,JORIS NIEUWENHUIS,TEAM SUNWEB,331135,16730
2020,104,CLEMENT VENTURINI,AG2R LA MONDIALE,331153,16748
2020,105,DANIEL OSS,BORA - HANSGROHE,331251,16846
2020,106,CONNOR SWIFT,TEAM ARKEA - SAMSIC,331324,16919
2020,107,CHRISTOPHE LAPORTE,COFIDIS,331475,17070
2020,108,ANTHONY TURGIS,TOTAL DIRECT ENERGIE,331502,17097
2020,109,ROMAN KREUZIGER,NTT PRO CYCLING TEAM,331531,17126
2020,110,WOUT POELS,BAHRAIN - MCLAREN,331648,17243
2020,111,MARCO MARCATO,UAE TEAM EMIRATES,331732,17327
2020,112,SIMONE CONSONNI,COFIDIS,332035,17630
2020,113,RÉMI CAVAGNA,DECEUNINCK - QUICK - STEP,332331,17926
2020,114,KASPER ASGREEN,DECEUNINCK - QUICK - STEP,332409,18004
2020,115,HUGO HOFSTETTER,ISRAEL START-UP NATION,332419,18014
2020,116,BENOIT COSNEFROY,AG2R LA MONDIALE,332448,18043
2020,117,FABIEN GRELLIER,TOTAL DIRECT ENERGIE,332497,18092
2020,118,TONY MARTIN,TEAM JUMBO - VISMA,332733,18328
2020,119,EDWARD THEUNS,TREK - SEGAFREDO,332895,18490
2020,120,NILS POLITT,ISRAEL START-UP NATION,332947,18542
2020,121,RYAN GIBBONS,NTT PRO CYCLING TEAM,332977,18572
2020,122,BRYAN COQUARD,B&B HOTELS - VITAL CONCEPT P / B KTM,333037,18632
2020,123,GEOFFREY SOUPE,TOTAL DIRECT ENERGIE,333045,18640
2020,124,MADS PEDERSEN,TREK - SEGAFREDO,333068,18663
2020,125,JONAS KOCH,CCC TEAM,333129,18724
2020,126,NIKIAS ARNDT,TEAM SUNWEB,333196,18791
2020,127,TIM DECLERCQ,DECEUNINCK - QUICK - STEP,333297,18892
2020,128,AMUND GRØNDAHL JANSEN,TEAM JUMBO - VISMA,333453,19048
2020,129,LUKE ROWE,INEOS GRENADIERS,333475,19070
2020,130,MICHAEL MØRKØV,DECEUNINCK - QUICK - STEP,333986,19581
2020,131,MATHIEU BURGAUDEAU,TOTAL DIRECT ENERGIE,334063,19658
2020,132,ALEXANDER KRISTOFF,UAE TEAM EMIRATES,334113,19708
2020,133,CLÉMENT RUSSO,TEAM ARKEA - SAMSIC,334130,19725
2020,134,MAXIMILIAN RICHARD WALSCHEID,NTT PRO CYCLING TEAM,334183,19778
2020,135,ELIA VIVIANI,COFIDIS,334206,19801
2020,136,MAXIME CHEVALIER,B&B HOTELS - VITAL CONCEPT P / B KTM,334295,19890
2020,137,KÉVIN REZA,B&B HOTELS - VITAL CONCEPT P / B KTM,334302,19897
2020,138,SAM BENNETT,DECEUNINCK - QUICK - STEP,334358,19953
2020,139,GUY NIV,ISRAEL START-UP NATION,334488,20083
2020,140,CEES BOL,TEAM SUNWEB,334701,20296
2020,141,NICCOLÒ BONIFAZIO,TOTAL DIRECT ENERGIE,334938,20533
2020,142,JASPER DE BUYST,LOTTO SOUDAL,334992,20587
2020,143,MARCO HALLER,BAHRAIN - MCLAREN,335192,20787
2020,144,CALEB EWAN,LOTTO SOUDAL,335430,21025
2020,145,FREDERIK FRISON,LOTTO SOUDAL,336113,21708
2020,146,ROGER KLUGE,LOTTO SOUDAL,336427,22022
2021,1,TADEJ POGACAR,UAE TEAM EMIRATES,298596,0
2021,2,JONAS VINGEGAARD HANSEN,JUMBO - VISMA,298916,320
2021,3,RICHARD CARAPAZ,INEOS GRENADIERS,299019,423
2021,4,BEN ALEXANDER O'CONNOR,AG2R CITROEN TEAM,299198,602
2021,5,WILCO KELDERMAN,BORA - HANSGROHE,299209,613
2021,6,ENRIC MAS NICOLAU,MOVISTAR TEAM,299299,703
2021,7,ALEXEY LUTSENKO,ASTANA - PREMIER TECH,299339,743
2021,8,GUILLAUME MARTIN GUYONNET,COFIDIS,299529,933
2021,9,PELLO BILBAO LOPEZ DE ARMENTIA,BAHRAIN VICTORIOUS,299560,964
2021,10,RIGOBERTO URAN,EF EDUCATION - NIPPO,299710,1114
2021,11,DAVID GAUDU,GROUPAMA - FDJ,299906,1310
2021,12,MATTIA CATTANEO,DECEUNINCK - QUICK - STEP,300094,1498
2021,13,JHOAN ESTEBAN CHAVES RUBIO,TEAM BIKEEXCHANGE,300864,2268
2021,14,LOUIS MEINTJES,INTERMARCHE - WANTY - GOBERT MATERIAUX,300885,2289
2021,15,AURÉLIEN PARET PEINTRE,AG2R CITROEN TEAM,300945,2349
2021,16,WOUT POELS,BAHRAIN VICTORIOUS,301631,3035
2021,17,DYLAN TEUNS,BAHRAIN VICTORIOUS,301696,3100
2021,18,RUBEN ALMEIDA GUERREIRO,EF EDUCATION - NIPPO,301846,3250
2021,19,WOUT VAN AERT,JUMBO - VISMA,302018,3422
2021,20,BAUKE MOLLEMA,TREK - SEGAFREDO,302334,3738
2021,21,SERGIO LUIS HENAO MONTOYA,TEAM QHUBEKA NEXTHASH,302388,3792
2021,22,FRANCK BONNAMOUR,B&B HOTELS P/B KTM,302471,3875
2021,23,JONATHAN CASTROVIEJO NICOLAS,INEOS GRENADIERS,302576,3980
2021,24,ALEJANDRO VALVERDE,MOVISTAR TEAM,302666,4070
2021,25,SERGIO ANDRES HIGUITA GARCIA,EF EDUCATION - NIPPO,302752,4156
2021,26,ION IZAGIRRE INSAUSTI,ASTANA - PREMIER TECH,303615,5019
2021,27,PATRICK KONRAD,BORA - HANSGROHE,303822,5226
2021,28,NAIRO QUINTANA,TEAM ARKEA - SAMSIC,304187,5591
2021,29,XANDRO MEURISSE,ALPECIN - FENIX,304644,6048
2021,30,JULIAN ALAPHILIPPE,DECEUNINCK - QUICK - STEP,304782,6186
2021,31,MATEJ MOHORIC,BAHRAIN VICTORIOUS,305200,6604
2021,32,SEPP KUSS,JUMBO - VISMA,305200,6604
2021,33,EMANUEL BUCHMANN,BORA - HANSGROHE,305261,6665
2021,34,RAFAL MAJKA,UAE TEAM EMIRATES,305440,6844
2021,35,QUENTIN PACHER,B&B HOTELS P/B KTM,305530,6934
2021,36,KENNY ELISSONDE,TREK - SEGAFREDO,305589,6993
2021,37,JULIEN BERNARD,TREK - SEGAFREDO,306008,7412
2021,38,RICHIE PORTE,INEOS GRENADIERS,306195,7599
2021,39,JASPER STUYVEN,TREK - SEGAFREDO,306255,7659
2021,40,DANIEL MARTIN,ISRAEL START-UP NATION,306371,7775
2021,41,GERAINT THOMAS,INEOS GRENADIERS,306493,7897
2021,42,VALENTIN MADOUAS,GROUPAMA - FDJ,306495,7899
2021,43,NEILSON POWLESS,EF EDUCATION - NIPPO,306609,8013
2021,44,DAVIDE FORMOLO,UAE TEAM EMIRATES,306752,8156
2021,45,MARK DONOVAN,TEAM DSM,306856,8260
2021,46,CRISTIAN RODRIGUEZ MARTIN,TOTALENERGIES,306967,8371
2021,47,PIERRE LATOUR,TOTALENERGIES,306972,8376
2021,48,JAN BAKELANTS,INTERMARCHE - WANTY - GOBERT MATERIAUX,307086,8490
2021,49,STEFAN KÜNG,GROUPAMA - FDJ,307119,8523
2021,50,NILS POLITT,BORA - HANSGROHE,307160,8564
2021,51,PIERRE ROLLAND,B&B HOTELS P/B KTM,307187,8591
2021,52,SONNY COLBRELLI,BAHRAIN VICTORIOUS,307275,8679
2021,53,MICHAEL VALGREN,EF EDUCATION - NIPPO,307372,8776
2021,54,DYLAN VAN BAARLE,INEOS GRENADIERS,307423,8827
2021,55,JONAS RUTSCH,EF EDUCATION - NIPPO,307569,8973
2021,56,MAGNUS CORT NIELSEN,EF EDUCATION - NIPPO,307619,9023
2021,57,OMAR FRAILE MATARRANZ,ASTANA - PREMIER TECH,307670,9074
2021,58,MICHAEL SCHÄR,AG2R CITROEN TEAM,307914,9318
2021,59,SILVAN DILLIER,ALPECIN - FENIX,307939,9343
2021,60,TAO GEOGHEGAN HART,INEOS GRENADIERS,308018,9422
2021,61,ELIE GESBERT,TEAM ARKEA - SAMSIC,308104,9508
2021,62,SIMON GESCHKE,COFIDIS,308127,9531
2021,63,LORENZO ROTA,INTERMARCHE - WANTY - GOBERT MATERIAUX,308193,9597
2021,64,KASPER ASGREEN,DECEUNINCK - QUICK - STEP,308417,9821
2021,65,BRENT VAN MOER,LOTTO SOUDAL,308425,9829
2021,66,HUGO HOULE,ASTANA - PREMIER TECH,308475,9879
2021,67,IMANOL ERVITI,MOVISTAR TEAM,308743,10147
2021,68,MICHAL KWIATKOWSKI,INEOS GRENADIERS,308758,10162
2021,69,BRANDON MCNULTY,UAE TEAM EMIRATES,308849,10253
2021,70,OLIVER NAESEN,AG2R CITROEN TEAM,308941,10345
2021,71,TOMS SKUJINS,TREK - SEGAFREDO,308972,10376
2021,72,VICTOR DE LA PARTE,TOTALENERGIES,309064,10468
2021,73,ANTHONY TURGIS,TOTALENERGIES,309147,10551
2021,74,ALEX ARANBURU DEVA,ASTANA - PREMIER TECH,309200,10604
2021,75,DORIAN GODON,AG2R CITROEN TEAM,309227,10631
2021,76,MIKE TEUNISSEN,JUMBO - VISMA,309301,10705
2021,77,RUI COSTA,UAE TEAM EMIRATES,309305,10709
2021,78,FABIEN DOUBEY,TOTALENERGIES,309561,10965
2021,79,MICHAEL MATTHEWS,TEAM BIKEEXCHANGE,309606,11010
2021,80,GEORG ZIMMERMANN,INTERMARCHE - WANTY - GOBERT MATERIAUX,309744,11148
2021,81,CYRIL GAUTIER,B&B HOTELS P/B KTM,309906,11310
2021,82,THOMAS DE GENDT,LOTTO SOUDAL,309922,11326
2021,83,BRUNO ARMIRAIL,GROUPAMA - FDJ,309994,11398
2021,84,RUBEN FERNANDEZ,COFIDIS,310039,11443
2021,85,HARRISON WILLIAM SWEENY,LOTTO SOUDAL,310048,11452
2021,86,ANTHONY PEREZ,COFIDIS,310052,11456
2021,87,JESUS HERRADA,COFIDIS,310071,11475
2021,88,CYRIL BARTHE,B&B HOTELS P/B KTM,310147,11551
2021,89,CONNOR SWIFT,TEAM ARKEA - SAMSIC,310224,11628
2021,90,JORGE ARCAS,MOVISTAR TEAM,310277,11681
2021,91,CHRISTOPHE LAPORTE,COFIDIS,310299,11703
2021,92,PIERRE LUC PERICHON,COFIDIS,310383,11787
2021,93,MAXIME CHEVALIER,B&B HOTELS P/B KTM,310410,11814
2021,94,IVAN GARCIA CORTINA,MOVISTAR TEAM,310681,12085
2021,95,JONAS RICKAERT,ALPECIN - FENIX,310752,12156
2021,96,ALFRED BROCKWELL WRIGHT,BAHRAIN VICTORIOUS,310855,12259
2021,97,GREG VAN AVERMAET,AG2R CITROEN TEAM,310865,12269
2021,98,MARC HIRSCHI,UAE TEAM EMIRATES,310874,12278
2021,99,PHILIPPE GILBERT,LOTTO SOUDAL,311038,12442
2021,100,LUKE DURBRIDGE,TEAM BIKEEXCHANGE,311081,12485
2021,101,CARLOS VERONA QUINTANILLA,MOVISTAR TEAM,311116,12520
2021,102,LUKA MEZGEC,TEAM BIKEEXCHANGE,311213,12617
