Fahrer;Team;Alter Start;Alter Ende;Overall Start;Overall Ende;Entwicklung;Status
Farir Alejandro Hastamorir;Vereinslos / Free Agent;19;20;60.94;67.24;+6.30;Active
Boldizsár Zsembery;Vereinslos / Free Agent;20;21;60.77;67.05;+6.28;Active
Keven Teklemariam;Vereinslos / Free Agent;20;21;61.36;67.64;+6.28;Active
Gabriel Séguin;Vereinslos / Free Agent;21;22;60.36;66.63;+6.27;Active
Vladyslav Kovtunenko;Vereinslos / Free Agent;22;23;58.00;64.26;+6.26;Active
Joao Santos;Vereinslos / Free Agent;17;18;50.45;56.71;+6.26;Active
Luka Mohoric;Vereinslos / Free Agent;16;17;49.32;55.58;+6.26;Active
Antonin Salas;Vereinslos / Free Agent;21;22;57.51;63.75;+6.24;Active
Simon Defrance;Vereinslos / Free Agent;19;20;62.09;68.32;+6.23;Active
Juan López;Vereinslos / Free Agent;17;18;48.63;54.86;+6.23;Active
Lorenzo Marino;Vereinslos / Free Agent;17;18;50.49;56.72;+6.23;Active
Tristan Bruun Bak;Vereinslos / Free Agent;21;22;60.56;66.78;+6.22;Active
Andrei Morozov;Vereinslos / Free Agent;17;18;50.46;56.68;+6.22;Active
Karl Herzog;Vereinslos / Free Agent;18;19;62.03;68.24;+6.21;Active
Max Hinds;Vereinslos / Free Agent;20;21;63.28;69.48;+6.20;Active
Olly Clements;Vereinslos / Free Agent;20;21;57.94;64.14;+6.20;Active
Alexander Mikhailov;Vereinslos / Free Agent;17;18;51.05;57.25;+6.20;Active
Matteo Vanden Wijngaert;Vereinslos / Free Agent;19;20;62.63;68.82;+6.19;Active
Jani Polanc;Vereinslos / Free Agent;17;18;51.94;58.13;+6.19;Active
Wil Dumoulin;Vereinslos / Free Agent;17;18;50.02;56.20;+6.18;Active
Soren Hansen;Vereinslos / Free Agent;17;18;52.34;58.52;+6.18;Active
Blaz Zrimsek;Vereinslos / Free Agent;17;18;50.95;57.13;+6.18;Active
Wannes Verschuere;Vereinslos / Free Agent;22;23;61.78;67.95;+6.17;Active
Noah Perez Martinez;Vereinslos / Free Agent;20;21;61.94;68.11;+6.17;Active
Linards Lukss;Vereinslos / Free Agent;22;23;60.43;66.60;+6.17;Active
Maxim Roor;Vereinslos / Free Agent;20;21;61.09;67.26;+6.17;Active
Kaleb Belay Kasa;Vereinslos / Free Agent;19;20;56.89;63.05;+6.16;Active
Mads Andersen;Vereinslos / Free Agent;17;18;49.15;55.31;+6.16;Active
Ryan Walsh;Vereinslos / Free Agent;17;18;56.56;62.72;+6.16;Active
Sebastián Michalec;Vereinslos / Free Agent;21;22;63.82;69.97;+6.15;Active
Jonathan Schipkowski;Vereinslos / Free Agent;20;21;62.14;68.29;+6.15;Active
Luká Sedlák;Vereinslos / Free Agent;21;22;61.41;67.55;+6.14;Active
Ao Akimoto;Vereinslos / Free Agent;20;21;58.67;64.80;+6.13;Active
Thomas Ludlam;Vereinslos / Free Agent;22;23;61.97;68.08;+6.11;Active
William Johnson;Vereinslos / Free Agent;16;17;48.00;54.11;+6.11;Active
Valentin Zobl;Vereinslos / Free Agent;20;21;61.28;67.38;+6.10;Active
Anders-Nikolai Vasseng;Vereinslos / Free Agent;22;23;58.23;64.32;+6.09;Active
Gabriel Payne;Vereinslos / Free Agent;22;23;60.65;66.74;+6.09;Active
Cristian Bonini;Vereinslos / Free Agent;20;21;61.11;67.20;+6.09;Active
Henrik Filseth;Vereinslos / Free Agent;21;22;61.81;67.90;+6.09;Active
Barnabás Mórocz;Vereinslos / Free Agent;22;23;61.21;67.27;+6.06;Active
Herman Sjøvaag;Vereinslos / Free Agent;19;20;61.48;67.54;+6.06;Active
Lukas Vogt;Vereinslos / Free Agent;22;23;56.53;62.59;+6.06;Active
Taj agar;Vereinslos / Free Agent;21;22;60.01;66.06;+6.05;Active
Adam Strejcek;Vereinslos / Free Agent;20;21;62.96;69.01;+6.05;Active
Robert Smith;Vereinslos / Free Agent;17;18;59.71;65.76;+6.05;Active
Tobias Larsen;Vereinslos / Free Agent;21;22;60.52;66.56;+6.04;Active
Witse Bertels;Vereinslos / Free Agent;20;21;62.80;68.84;+6.04;Active
Gabin Gicquel;Vereinslos / Free Agent;20;21;63.46;69.50;+6.04;Active
José Heredia;Vereinslos / Free Agent;16;17;48.25;54.29;+6.04;Active
Andrea Ferrari;Vereinslos / Free Agent;16;17;48.87;54.91;+6.04;Active
Jakob Kittel;Vereinslos / Free Agent;17;18;50.31;56.34;+6.03;Active
David Taylor;Vereinslos / Free Agent;17;18;51.26;57.29;+6.03;Active
Davide Ricci;Vereinslos / Free Agent;17;18;50.25;56.28;+6.03;Active
Nils Taucher;Vereinslos / Free Agent;16;17;48.12;54.15;+6.03;Active
Max Bufton;Vereinslos / Free Agent;20;21;62.14;68.16;+6.02;Active
Andrea Donati;Vereinslos / Free Agent;20;21;64.23;70.25;+6.02;Active
Julian Martin;Vereinslos / Free Agent;17;18;49.23;55.25;+6.02;Active
Jonas Holzknecht;Vereinslos / Free Agent;22;23;58.54;64.55;+6.01;Active
Martin Hajduch;Vereinslos / Free Agent;21;22;56.67;62.68;+6.01;Active
Juan Manuel Pérez;Vereinslos / Free Agent;21;22;57.33;63.34;+6.01;Active
Similien Hamon;Vereinslos / Free Agent;20;21;63.85;69.85;+6.00;Active
Francesco Esposito;Vereinslos / Free Agent;17;18;48.83;54.83;+6.00;Active
Sjors Lugthart;Vereinslos / Free Agent;22;23;64.29;70.27;+5.98;Active
Adam Kubelka;Vereinslos / Free Agent;22;23;58.33;64.31;+5.98;Active
Felix Rützler;Vereinslos / Free Agent;21;22;61.19;67.15;+5.96;Active
Isshin Yamasato;Vereinslos / Free Agent;22;23;61.42;67.37;+5.95;Active
Georgs Tjumins;Vereinslos / Free Agent;19;20;63.77;69.72;+5.95;Active
Mads Bay;Vereinslos / Free Agent;19;20;56.91;62.86;+5.95;Active
Francisco Rodriguez;Vereinslos / Free Agent;16;17;49.07;55.02;+5.95;Active
Matyá Muron;Vereinslos / Free Agent;21;22;60.35;66.29;+5.94;Active
Mattia Agostinacchio;Vereinslos / Free Agent;19;20;63.96;69.90;+5.94;Active
Lohann Vulliez;Vereinslos / Free Agent;20;21;61.73;67.67;+5.94;Active
Lucas Martin;Vereinslos / Free Agent;17;18;50.08;56.02;+5.94;Active
Casper Rode;Vereinslos / Free Agent;22;23;63.33;69.26;+5.93;Active
Mateusz Uryga;Vereinslos / Free Agent;22;23;57.37;63.30;+5.93;Active
Monty Rigby;Vereinslos / Free Agent;19;20;60.66;66.59;+5.93;Active
Tom Armitstead;Vereinslos / Free Agent;17;18;51.20;57.12;+5.92;Active
Baptiste Swertvaegher;Vereinslos / Free Agent;22;23;62.87;68.78;+5.91;Active
Rafael Gonzalez;Vereinslos / Free Agent;17;18;50.44;56.35;+5.91;Active
Max Rijvers;Vereinslos / Free Agent;20;21;62.80;68.70;+5.90;Active
Magnus Valgren;Vereinslos / Free Agent;17;18;51.17;57.07;+5.90;Active
Jan Mohoric;Vereinslos / Free Agent;17;18;54.40;60.30;+5.90;Active
Sybren Stockx;Vereinslos / Free Agent;21;22;59.99;65.86;+5.87;Active
Behailu Fikre;Vereinslos / Free Agent;21;22;58.55;64.42;+5.87;Active
Joan Gamundi;Vereinslos / Free Agent;21;22;64.39;70.25;+5.86;Active
Joan Cadena;Vereinslos / Free Agent;22;23;62.57;68.43;+5.86;Active
Jack Clarke;Vereinslos / Free Agent;16;17;49.30;55.16;+5.86;Active
Mikolaj Legiec;Vereinslos / Free Agent;19;20;64.16;69.99;+5.83;Active
Rick Versloot;Vereinslos / Free Agent;20;21;63.02;68.85;+5.83;Active
Mark Blythe;Vereinslos / Free Agent;16;17;48.34;54.17;+5.83;Active
Maui Morrison;Vereinslos / Free Agent;22;23;64.63;70.45;+5.82;Active
Léo Busson;Vereinslos / Free Agent;21;22;62.92;68.73;+5.81;Active
Jose Cardona;Vereinslos / Free Agent;17;18;50.61;56.42;+5.81;Active
Guilherme Mestre;Vereinslos / Free Agent;20;21;61.33;67.13;+5.80;Active
Jack Clark;Vereinslos / Free Agent;21;22;62.91;68.71;+5.80;Active
Quentin Durand;Vereinslos / Free Agent;17;18;49.70;55.50;+5.80;Active
Daniel Brockhoff;Vereinslos / Free Agent;21;22;61.72;67.51;+5.79;Active
Nicolai Koldby;Vereinslos / Free Agent;21;22;61.84;67.63;+5.79;Active
Kevin Martin;Vereinslos / Free Agent;16;17;49.83;55.62;+5.79;Active
Sune De Valck;Vereinslos / Free Agent;19;20;62.12;67.88;+5.76;Active
Mads Hansen;Vereinslos / Free Agent;17;18;49.70;55.45;+5.75;Active
Kamiel Hannes;Vereinslos / Free Agent;19;20;63.20;68.94;+5.74;Active
Ksawier Garnek;Vereinslos / Free Agent;22;23;62.92;68.64;+5.72;Active
Dmytro Tytko;Vereinslos / Free Agent;22;23;59.61;65.33;+5.72;Active
Laurin Nenning;Vereinslos / Free Agent;22;23;60.45;66.16;+5.71;Active
Juan Miguel Diaz;Vereinslos / Free Agent;20;21;64.02;69.73;+5.71;Active
Simon Gaudreault;Vereinslos / Free Agent;19;20;60.31;66.02;+5.71;Active
Arne De Maere;Vereinslos / Free Agent;21;22;63.79;69.48;+5.69;Active
Antoine Bergeron;Vereinslos / Free Agent;20;21;62.52;68.21;+5.69;Active
Wout Dumoulin;Vereinslos / Free Agent;17;18;51.55;57.24;+5.69;Active
Bas Ten Dam;Vereinslos / Free Agent;17;18;49.97;55.64;+5.67;Active
Omar Indurain;Vereinslos / Free Agent;17;18;50.75;56.42;+5.67;Active
Santiago Pérez;Vereinslos / Free Agent;16;17;49.65;55.32;+5.67;Active
Thomas Rigamonti;Vereinslos / Free Agent;21;22;62.06;67.72;+5.66;Active
Espen Jensen;Vereinslos / Free Agent;22;23;61.29;66.94;+5.65;Active
Thor Vangsø Nielsen;Vereinslos / Free Agent;21;22;62.02;67.67;+5.65;Active
Nicolas Aernouts;Vereinslos / Free Agent;21;22;62.48;68.11;+5.63;Active
Szabolcs Csáki;Vereinslos / Free Agent;20;21;60.76;66.38;+5.62;Active
Benedek Kiss;Vereinslos / Free Agent;21;22;58.95;64.56;+5.61;Active
Benjamín Noval;Vereinslos / Free Agent;18;19;64.69;70.30;+5.61;Active
Luca Bednarek;Vereinslos / Free Agent;19;20;62.42;68.03;+5.61;Active
Federico Vettore;Vereinslos / Free Agent;20;21;59.25;64.85;+5.60;Active
Jan Hezina;Vereinslos / Free Agent;21;22;57.51;63.10;+5.59;Active
Martí Gozalbo;Vereinslos / Free Agent;21;22;62.90;68.49;+5.59;Active
John Miller;Vereinslos / Free Agent;17;18;51.00;56.59;+5.59;Active
Xavier Sirianni;Vereinslos / Free Agent;21;22;57.34;62.92;+5.58;Active
Célian Deweerd;Vereinslos / Free Agent;20;21;65.27;70.85;+5.58;Active
Jost van de Streek;Vereinslos / Free Agent;21;22;64.96;70.53;+5.57;Active
Finlay Hawker;Vereinslos / Free Agent;21;22;63.61;69.17;+5.56;Active
Jakub Brutkowski;Vereinslos / Free Agent;21;22;63.23;68.79;+5.56;Active
Josh Johnson;Vereinslos / Free Agent;19;20;64.22;69.78;+5.56;Active
Girmalem Gebreziher;Vereinslos / Free Agent;19;20;58.63;64.19;+5.56;Active
Simon Schwartz;Vereinslos / Free Agent;20;21;64.09;69.63;+5.54;Active
Luca George;Vereinslos / Free Agent;20;21;61.50;67.02;+5.52;Active
Noah Bøge;Vereinslos / Free Agent;20;21;61.68;67.19;+5.51;Active
Alex Beldon;Vereinslos / Free Agent;21;22;64.07;69.58;+5.51;Active
Guilherme Mesquita;Vereinslos / Free Agent;22;23;61.35;66.86;+5.51;Active
Maks Matyasik;Vereinslos / Free Agent;19;20;63.37;68.87;+5.50;Active
Alexei Petrov;Vereinslos / Free Agent;16;17;54.33;59.83;+5.50;Active
Alfred Oldin;Vereinslos / Free Agent;22;23;61.88;67.37;+5.49;Active
Cal Tutty;Vereinslos / Free Agent;21;22;60.47;65.95;+5.48;Active
Andrea Rocchetti;Vereinslos / Free Agent;21;22;56.76;62.24;+5.48;Active
Andrew Johnson;Vereinslos / Free Agent;16;17;47.55;53.03;+5.48;Active
Hugo Aguilar;Vereinslos / Free Agent;22;23;63.00;68.47;+5.47;Active
Matthew Ney;Vereinslos / Free Agent;22;23;60.68;66.15;+5.47;Active
Edwar Becerra;Vereinslos / Free Agent;22;23;63.07;68.54;+5.47;Active
Remco Evenepoel;Vereinslos / Free Agent;16;17;51.50;56.97;+5.47;Active
Szymon Ilski;Vereinslos / Free Agent;20;21;64.14;69.60;+5.46;Active
Jesús Montenegro;Vereinslos / Free Agent;21;22;56.50;61.96;+5.46;Active
Virgo Mitt;Vereinslos / Free Agent;21;22;61.73;67.19;+5.46;Active
Adam Ward;Vereinslos / Free Agent;16;17;49.50;54.96;+5.46;Active
Fred Meredith;Vereinslos / Free Agent;22;23;62.70;68.15;+5.45;Active
Emerson Gordillo;Vereinslos / Free Agent;22;23;63.78;69.22;+5.44;Active
Alejandro Garcia;Vereinslos / Free Agent;17;18;49.58;55.02;+5.44;Active
Xander Scheldeman;Vereinslos / Free Agent;21;22;63.22;68.65;+5.43;Active
Marcos Freire;Vereinslos / Free Agent;20;21;64.83;70.26;+5.43;Active
Kristupas Mikutis;Vereinslos / Free Agent;22;23;62.56;67.98;+5.42;Active
Max Goold;Vereinslos / Free Agent;20;21;63.94;69.36;+5.42;Active
Rafael Díaz;Vereinslos / Free Agent;16;17;48.83;54.25;+5.42;Active
Francesco Baruzzi;Vereinslos / Free Agent;20;21;63.19;68.60;+5.41;Active
Bernardo Bermeo;Vereinslos / Free Agent;22;23;61.56;66.97;+5.41;Active
Francesco Cornacchini;Vereinslos / Free Agent;19;20;61.46;66.86;+5.40;Active
Thomas Martin;Vereinslos / Free Agent;17;18;50.06;55.46;+5.40;Active
Moritz Mauss;Vereinslos / Free Agent;20;21;62.01;67.40;+5.39;Active
Iker Villar;Vereinslos / Free Agent;20;21;66.10;71.48;+5.38;Active
Marcell Imre Fehérvári;Vereinslos / Free Agent;21;22;55.95;61.31;+5.36;Active
Tars Poelvoorde;Swiss Re - BMC;21;22;67.03;72.39;+5.36;Active
Andrii Mechnikov;Vereinslos / Free Agent;19;20;60.08;65.43;+5.35;Active
Richard Ründva;Vereinslos / Free Agent;21;22;60.33;65.68;+5.35;Active
Markus Mäeuibo;Vereinslos / Free Agent;21;22;66.11;71.45;+5.34;Active
Nicolas Halter;Michelin - Look;21;22;67.61;72.95;+5.34;Active
Alexander Lebedev;Vereinslos / Free Agent;17;18;58.09;63.43;+5.34;Active
Vetle Lygra;Vereinslos / Free Agent;21;22;62.72;68.05;+5.33;Active
Thomas Eriksen;Vereinslos / Free Agent;22;23;62.71;68.04;+5.33;Active
Ollie Jirovec;Vereinslos / Free Agent;19;20;62.36;67.69;+5.33;Active
Anze Tasic;Vereinslos / Free Agent;17;18;51.95;57.27;+5.32;Active
Michael Johnson;Vereinslos / Free Agent;16;17;47.93;53.25;+5.32;Active
Ryosuke Momen;Vereinslos / Free Agent;20;21;58.96;64.27;+5.31;Active
Louis Gautheron;Vereinslos / Free Agent;21;22;58.08;63.39;+5.31;Active
Lucas Strahodinsky;Vereinslos / Free Agent;19;20;62.52;67.83;+5.31;Active
Ethan Dunbar;Vereinslos / Free Agent;17;18;52.12;57.42;+5.30;Active
Braden Reitz;Vereinslos / Free Agent;20;21;63.75;69.04;+5.29;Active
Maximilian Kerl;Vereinslos / Free Agent;22;23;64.42;69.70;+5.28;Active
Aitor Martínez;Vereinslos / Free Agent;18;19;62.80;68.08;+5.28;Active
Lennard Degenkolb;Vereinslos / Free Agent;17;18;58.08;63.35;+5.27;Active
Jerónimo Calderón Palacio;Vereinslos / Free Agent;20;21;60.97;66.22;+5.25;Active
Marc Rubirola;Vereinslos / Free Agent;22;23;65.25;70.50;+5.25;Active
Estiven Garcia;Vereinslos / Free Agent;22;23;64.76;70.01;+5.25;Active
Maarten Hamminga;Vereinslos / Free Agent;22;23;64.17;69.42;+5.25;Active
Johannes Rørby Petersen;Vereinslos / Free Agent;22;23;59.30;64.54;+5.24;Active
Krystian Sztaba;Vereinslos / Free Agent;21;22;61.56;66.79;+5.23;Active
Wout De Vries;Vereinslos / Free Agent;17;18;59.59;64.82;+5.23;Active
Martín Herreño;Spotify - Cervelo;20;21;66.96;72.18;+5.22;Active
Alexei Ivanov;Vereinslos / Free Agent;17;18;51.15;56.37;+5.22;Active
Gustavo Narciso;Vereinslos / Free Agent;21;22;53.97;59.18;+5.21;Active
Tommaso Marchi;Vereinslos / Free Agent;20;21;62.63;67.84;+5.21;Active
Rodrigo Jesus;Vereinslos / Free Agent;18;19;63.02;68.23;+5.21;Active
Mattia Fontana;Vereinslos / Free Agent;16;17;47.66;52.87;+5.21;Active
Tom van der Valk;Vereinslos / Free Agent;21;22;60.85;66.05;+5.20;Active
Daniel Kubena;Vereinslos / Free Agent;18;19;62.61;67.81;+5.20;Active
Toby Evans;Vereinslos / Free Agent;22;23;65.33;70.53;+5.20;Active
Wout Philipsen;Vereinslos / Free Agent;16;17;49.19;54.39;+5.20;Active
Juan Diego Quintero;Vereinslos / Free Agent;20;21;63.14;68.33;+5.19;Active
Victor Wedekind;Vereinslos / Free Agent;20;21;61.31;66.50;+5.19;Active
Yann Dubois;Vereinslos / Free Agent;19;20;63.28;68.47;+5.19;Active
Julian Burnet;Vereinslos / Free Agent;22;23;65.34;70.53;+5.19;Active
Jonas Shelverton;Vereinslos / Free Agent;20;21;61.62;66.80;+5.18;Active
Daniel Smith;Vereinslos / Free Agent;17;18;49.92;55.10;+5.18;Active
Bruno Solheim;Vereinslos / Free Agent;22;23;58.84;64.01;+5.17;Active
Danylo Kozoriz;Vereinslos / Free Agent;20;21;57.20;62.36;+5.16;Active
Graham Francis;Vereinslos / Free Agent;19;20;60.46;65.62;+5.16;Active
Janvier Rugemintwaza;Vereinslos / Free Agent;21;22;56.43;61.58;+5.15;Active
Valtteri Terhelä;Vereinslos / Free Agent;20;21;60.79;65.93;+5.14;Active
Dylan Van den Berg;Vereinslos / Free Agent;16;17;46.99;52.12;+5.13;Active
Tommaso Farsetti;Vereinslos / Free Agent;21;22;63.89;69.01;+5.12;Active
Jules Pecquenard;Vereinslos / Free Agent;21;22;61.01;66.13;+5.12;Active
Filip Persson;Vereinslos / Free Agent;20;21;60.90;66.02;+5.12;Active
Teweldemedhn Amaniel Desta;Vereinslos / Free Agent;21;22;65.36;70.48;+5.12;Active
Emilio García;Vereinslos / Free Agent;20;21;63.71;68.82;+5.11;Active
Tom Kelderman;Vereinslos / Free Agent;17;18;50.98;56.09;+5.11;Active
Luca Unwin;Vereinslos / Free Agent;22;23;61.95;67.05;+5.10;Active
Jonas Beck;Vereinslos / Free Agent;22;23;64.59;69.68;+5.09;Active
Magnus Flaterud;Vereinslos / Free Agent;20;21;62.55;67.64;+5.09;Active
Nikolai Rysletten-Solvoll;Vereinslos / Free Agent;21;22;63.57;68.65;+5.08;Active
Yordi Corsus;Vereinslos / Free Agent;21;22;64.66;69.74;+5.08;Active
Thomas Jackson;Vereinslos / Free Agent;16;17;47.93;53.01;+5.08;Active
Thibaut Van Damme;Vereinslos / Free Agent;19;20;65.10;70.17;+5.07;Active
Bastian Petric;Vereinslos / Free Agent;19;20;62.71;67.78;+5.07;Active
Luca Rosa;Vereinslos / Free Agent;22;23;65.30;70.36;+5.06;Active
Kacper Wielgosz;Vereinslos / Free Agent;22;23;56.11;61.16;+5.05;Active
Albert Taylor;Vereinslos / Free Agent;21;22;61.90;66.94;+5.04;Active
Håkon Øksnes;Vereinslos / Free Agent;20;21;64.13;69.17;+5.04;Active
Wilson Hannon;Vereinslos / Free Agent;22;23;61.55;66.58;+5.03;Active
David Lee;Vereinslos / Free Agent;17;18;54.10;59.13;+5.03;Active
Andrès Castro;Vereinslos / Free Agent;21;22;62.57;67.59;+5.02;Active
Mark ONeill;Vereinslos / Free Agent;17;18;52.13;57.15;+5.02;Active
Maj Flajs;Vereinslos / Free Agent;22;23;60.23;65.23;+5.00;Active
Nicolas Galindo;Vereinslos / Free Agent;22;23;61.45;66.45;+5.00;Active
Daniel Stannard;Vereinslos / Free Agent;17;18;52.85;57.85;+5.00;Active
Yarno Heymans;Vereinslos / Free Agent;21;22;62.51;67.50;+4.99;Active
Noel Toth;Vereinslos / Free Agent;20;21;62.82;67.81;+4.99;Active
Ufitimana Shadrack;Vereinslos / Free Agent;20;21;60.00;64.99;+4.99;Active
Olivér Soós;Vereinslos / Free Agent;19;20;62.01;66.99;+4.98;Active
Giacomo Agostino;Vereinslos / Free Agent;18;19;62.08;67.06;+4.98;Active
Maciej Bajdor;Vereinslos / Free Agent;21;22;59.02;63.99;+4.97;Active
Domen Oblak;Vereinslos / Free Agent;21;22;61.47;66.44;+4.97;Active
Camille Charret;Vereinslos / Free Agent;21;22;64.26;69.23;+4.97;Active
Andrii Pidhainyi;Vereinslos / Free Agent;21;22;63.54;68.51;+4.97;Active
Daniel Jorge;Vereinslos / Free Agent;22;23;61.75;66.72;+4.97;Active
Ryan Williams;Vereinslos / Free Agent;21;22;62.47;67.43;+4.96;Active
Alan Flocco;Vereinslos / Free Agent;21;22;65.00;69.95;+4.95;Active
Mattia Sambinello;Vereinslos / Free Agent;21;22;63.57;68.52;+4.95;Active
Jenaro Pérez;Vereinslos / Free Agent;22;23;59.02;63.97;+4.95;Active
Soen Le Pann;Vereinslos / Free Agent;18;19;61.69;66.64;+4.95;Active
Samuel Gualtieri;Vereinslos / Free Agent;20;21;60.62;65.57;+4.95;Active
Noa Berton;Vereinslos / Free Agent;22;23;61.83;66.77;+4.94;Active
Kazuma Fujimura;Vereinslos / Free Agent;21;22;63.11;68.05;+4.94;Active
Elia Ori;Vereinslos / Free Agent;22;23;62.32;67.26;+4.94;Active
Leo Worsam;Vereinslos / Free Agent;20;21;56.79;61.73;+4.94;Active
Etienne Grimod;Vereinslos / Free Agent;21;22;64.02;68.95;+4.93;Active
Alvaro Navas;Vereinslos / Free Agent;22;23;63.63;68.55;+4.92;Active
Manuel Sanroma;Vereinslos / Free Agent;22;23;62.93;67.85;+4.92;Active
Collin Westbroek;Vereinslos / Free Agent;20;21;63.59;68.51;+4.92;Active
Elias Wändel;Vereinslos / Free Agent;19;20;64.96;69.88;+4.92;Active
David Gaffney;Vereinslos / Free Agent;20;21;63.52;68.44;+4.92;Active
Thibault Delerce;Vereinslos / Free Agent;22;23;61.00;65.91;+4.91;Active
Jonathan Hinse;Vereinslos / Free Agent;21;22;61.41;66.30;+4.89;Active
Zsómbor Takács;Vereinslos / Free Agent;21;22;64.58;69.46;+4.88;Active
Thomas Turri;Vereinslos / Free Agent;20;21;61.70;66.58;+4.88;Active
Erik Christoffersen;Vereinslos / Free Agent;22;23;58.55;63.42;+4.87;Active
Santiago Oyola;Vereinslos / Free Agent;21;22;61.23;66.10;+4.87;Active
Sasha Renaud-Tremblay;Vereinslos / Free Agent;22;23;63.74;68.60;+4.86;Active
Frank Kamp;Vereinslos / Free Agent;16;17;49.41;54.27;+4.86;Active
Enea Sambinello;Samsung - Cube;21;22;67.76;72.61;+4.85;Active
Ferdinand Beirig;Vereinslos / Free Agent;22;23;62.92;67.76;+4.84;Active
Julius Fabbri;Vereinslos / Free Agent;21;22;60.20;65.04;+4.84;Active
Kayet Iribarne;Vereinslos / Free Agent;22;23;61.58;66.42;+4.84;Active
Urko Vidal;Vereinslos / Free Agent;22;23;61.18;66.02;+4.84;Active
Martin Jurík;Vereinslos / Free Agent;22;23;63.65;68.48;+4.83;Active
Thomas Vuerinckx;Vereinslos / Free Agent;21;22;64.25;69.08;+4.83;Active
Nicola Zumsteg;Vereinslos / Free Agent;21;22;64.21;69.03;+4.82;Active
Máté Balázs;Vereinslos / Free Agent;21;22;62.25;67.06;+4.81;Active
Alexandre Trouvain;Vereinslos / Free Agent;20;21;63.33;68.14;+4.81;Active
Thijs Vrij;Vereinslos / Free Agent;20;21;62.79;67.60;+4.81;Active
Yves De Ketele;Vereinslos / Free Agent;16;17;50.15;54.96;+4.81;Active
Aironas Gerdauskas;Vereinslos / Free Agent;22;23;58.71;63.51;+4.80;Active
Caleb Maxham;Vereinslos / Free Agent;21;22;56.21;61.01;+4.80;Active
Valentin Poschacher;Vereinslos / Free Agent;20;21;64.09;68.89;+4.80;Active
Arthur Van Den Boer;Vereinslos / Free Agent;20;21;63.85;68.63;+4.78;Active
Benjamin Hivart;Vereinslos / Free Agent;21;22;62.27;67.05;+4.78;Active
Lucas Van Gils;Vereinslos / Free Agent;20;21;64.44;69.22;+4.78;Active
Marius Linde;Vereinslos / Free Agent;18;19;61.96;66.74;+4.78;Active
Thomas Bolognesi;Vereinslos / Free Agent;21;22;62.74;67.52;+4.78;Active
Thijs Wiersma;Vereinslos / Free Agent;19;20;62.06;66.83;+4.77;Active
Samuel McKee;Vereinslos / Free Agent;22;23;63.33;68.09;+4.76;Active
Jordan Wagner;Vereinslos / Free Agent;22;23;60.65;65.41;+4.76;Active
Enrique Maranchón;Vereinslos / Free Agent;20;21;64.11;68.86;+4.75;Active
Marco Guercilena;Vereinslos / Free Agent;20;21;61.86;66.61;+4.75;Active
Luca Graziotto;Vereinslos / Free Agent;22;23;61.62;66.36;+4.74;Active
Matti Van Speybroek;Vereinslos / Free Agent;22;23;63.53;68.27;+4.74;Active
Adam Kubícek;Vereinslos / Free Agent;22;23;57.96;62.70;+4.74;Active
Ezra Caudell;Vereinslos / Free Agent;20;21;62.96;67.70;+4.74;Active
Diego Benítez;Vereinslos / Free Agent;16;17;54.34;59.08;+4.74;Active
Raphael Péloquin;Vereinslos / Free Agent;20;21;59.80;64.53;+4.73;Active
Matteo Mengarelli;Vereinslos / Free Agent;19;20;62.58;67.30;+4.72;Active
Jack Diemar;Vereinslos / Free Agent;21;22;60.46;65.18;+4.72;Active
Gabriel Preyler;Vereinslos / Free Agent;20;21;59.76;64.47;+4.71;Active
Johan Blanc;Vereinslos / Free Agent;20;21;64.96;69.67;+4.71;Active
Cohen Jessen;Vereinslos / Free Agent;21;22;64.78;69.48;+4.70;Active
Víctor García Güell;Vereinslos / Free Agent;22;23;63.02;67.72;+4.70;Active
