Fahrer;Team;Alter Start;Alter Ende;Overall Start;Overall Ende;Entwicklung;Status
Lukas van der Valk;Vereinslos / Free Agent;21;26;60.90;73.55;+12.65;Active
Benjamin Brousseau;Vereinslos / Free Agent;21;26;59.27;71.89;+12.62;Active
Giacomo Rosato;Vereinslos / Free Agent;19;24;63.96;76.58;+12.62;Active
Gergö Grósz;Vereinslos / Free Agent;20;25;60.23;72.81;+12.58;Active
Soren Hansen;Vereinslos / Free Agent;17;22;52.34;64.92;+12.58;Active
Mads Hansen;Vereinslos / Free Agent;17;22;49.70;62.23;+12.53;Active
Sjoerd Bijlsma;Vereinslos / Free Agent;20;25;62.03;74.54;+12.51;Active
Wout De Vries;Vereinslos / Free Agent;17;22;59.59;72.09;+12.50;Active
Jacopo Vendramin;Vereinslos / Free Agent;18;23;62.73;75.22;+12.49;Active
Alejandro Garcia;Vereinslos / Free Agent;17;22;49.58;62.06;+12.48;Active
Dominik Hödlmoser;Vereinslos / Free Agent;21;26;60.62;72.92;+12.30;Active
Koya Hashimoto;Vereinslos / Free Agent;21;26;57.14;69.37;+12.23;Active
Mario Cordero Santos;Vereinslos / Free Agent;19;24;63.86;76.07;+12.21;Active
Paul-Felix Petry;Vereinslos / Free Agent;20;25;60.98;73.17;+12.19;Active
Sander Halfdansen;Vereinslos / Free Agent;21;26;58.28;70.43;+12.15;Active
Anthony Trávez;Vereinslos / Free Agent;21;26;58.56;70.70;+12.14;Active
Farir Alejandro Hastamorir;Vereinslos / Free Agent;19;24;60.94;73.05;+12.11;Active
Ren Mochizuki;Vereinslos / Free Agent;20;25;62.08;74.17;+12.09;Active
Kensho Kanai;Vereinslos / Free Agent;21;26;57.93;70.02;+12.09;Active
Phocas Nshimiyiama;Vereinslos / Free Agent;21;26;59.60;71.55;+11.95;Active
Wout Philipsen;Vereinslos / Free Agent;16;21;49.19;61.14;+11.95;Active
Simon Defrance;Vereinslos / Free Agent;19;24;62.09;74.03;+11.94;Active
Nicola Padovan;Vereinslos / Free Agent;19;24;63.12;75.02;+11.90;Active
Hugo Esch;Vereinslos / Free Agent;20;25;60.84;72.71;+11.87;Active
Luka Wissink;Vereinslos / Free Agent;20;25;61.54;73.41;+11.87;Active
David Lee;Vereinslos / Free Agent;17;22;54.10;65.96;+11.86;Active
Julian Martin;Vereinslos / Free Agent;17;22;49.23;61.01;+11.78;Active
Monty Rigby;Vereinslos / Free Agent;19;24;60.66;72.43;+11.77;Active
Nik Golob;Vereinslos / Free Agent;20;25;59.28;71.02;+11.74;Active
Edward Wilson;Vereinslos / Free Agent;17;22;52.13;63.77;+11.64;Active
Boldizsár Zsembery;Vereinslos / Free Agent;20;25;60.77;72.35;+11.58;Active
Martin Hajduch;Vereinslos / Free Agent;21;26;56.67;68.24;+11.57;Active
Guillaume Daix;Vereinslos / Free Agent;20;25;62.76;74.32;+11.56;Active
Afonso Campino;Vereinslos / Free Agent;21;26;57.21;68.77;+11.56;Active
Quentin Durand;Vereinslos / Free Agent;17;22;49.70;61.21;+11.51;Active
Briek Plasman;Vereinslos / Free Agent;19;24;61.53;73.03;+11.50;Active
Jose Cardona;Vereinslos / Free Agent;17;22;50.61;62.10;+11.49;Active
Pepijn de Kok;Vereinslos / Free Agent;21;26;60.87;72.35;+11.48;Active
Oskar Louw Larsen;Vereinslos / Free Agent;19;24;62.91;74.37;+11.46;Active
Alexander Lebedev;Vereinslos / Free Agent;17;22;58.09;69.55;+11.46;Active
Max Hinds;Vereinslos / Free Agent;20;25;63.28;74.71;+11.43;Active
Armin Caselli;Vereinslos / Free Agent;20;25;61.33;72.75;+11.42;Active
Henrik Fuglsang;Vereinslos / Free Agent;17;22;51.21;62.61;+11.40;Active
Julian Baudry;Vereinslos / Free Agent;20;25;64.70;76.01;+11.31;Active
Thomas Sullivan;Vereinslos / Free Agent;19;24;60.73;72.02;+11.29;Active
Rudy Degenkolb;Vereinslos / Free Agent;17;22;50.87;62.16;+11.29;Active
Karl Herzog;Vereinslos / Free Agent;18;23;62.03;73.27;+11.24;Active
Rodrigo Moreno;Vereinslos / Free Agent;22;27;59.49;70.65;+11.16;Active
Amund Ferl-Runningshaugen;Vereinslos / Free Agent;21;26;62.95;74.06;+11.11;Active
Didier Twagirayezu;Vereinslos / Free Agent;20;25;59.14;70.24;+11.10;Active
Giacomo Dentelli;Vereinslos / Free Agent;20;25;61.36;72.45;+11.09;Active
Krzysztof Kowalski;Vereinslos / Free Agent;17;22;59.00;70.09;+11.09;Active
Jad Sair Colmenares;Vereinslos / Free Agent;21;26;62.08;73.16;+11.08;Active
Juan José López;Vereinslos / Free Agent;20;25;61.52;72.60;+11.08;Active
David Thompson;Vereinslos / Free Agent;21;26;62.22;73.25;+11.03;Active
Edoardo Gavazzi;Vereinslos / Free Agent;21;26;58.97;69.94;+10.97;Active
Sebastian Brandt Christiansen;Vereinslos / Free Agent;20;25;62.14;73.09;+10.95;Active
José Goncalves;Vereinslos / Free Agent;22;27;54.46;65.41;+10.95;Active
Tristan Bruun Bak;Vereinslos / Free Agent;21;26;60.56;71.51;+10.95;Active
Gijs Schoonvelde;Vereinslos / Free Agent;20;25;65.37;76.31;+10.94;Active
Matteo Vanden Wijngaert;Vereinslos / Free Agent;19;24;62.63;73.57;+10.94;Active
Noah Perez Martinez;Vereinslos / Free Agent;20;25;61.94;72.87;+10.93;Active
Georgs Tjumins;Vereinslos / Free Agent;19;24;63.77;74.66;+10.89;Active
Guilherme Mestre;Vereinslos / Free Agent;20;25;61.33;72.21;+10.88;Active
Ondrej Mazel;Vereinslos / Free Agent;22;27;55.22;66.07;+10.85;Active
Olly Clements;Vereinslos / Free Agent;20;25;57.94;68.79;+10.85;Active
Damiano Lavelli;Vereinslos / Free Agent;21;26;63.18;73.99;+10.81;Active
Vladyslav Kovtunenko;Vereinslos / Free Agent;22;27;58.00;68.81;+10.81;Active
Thibau Philipsen;Vereinslos / Free Agent;17;22;52.42;63.21;+10.79;Active
Luca George;Vereinslos / Free Agent;20;25;61.50;72.28;+10.78;Active
Mads Bay;Vereinslos / Free Agent;19;24;56.91;67.69;+10.78;Active
Maks Matyasik;Vereinslos / Free Agent;19;24;63.37;74.14;+10.77;Active
Genji Iwamura;Vereinslos / Free Agent;20;25;62.39;73.15;+10.76;Active
Arno Wuyts;Vereinslos / Free Agent;20;25;64.28;75.03;+10.75;Active
Robert Smith;Vereinslos / Free Agent;17;22;59.71;70.41;+10.70;Active
Keven Teklemariam;Vereinslos / Free Agent;20;25;61.36;72.00;+10.64;Active
Ao Akimoto;Vereinslos / Free Agent;20;25;58.67;69.31;+10.64;Active
Filip Pasterski;Vereinslos / Free Agent;18;23;60.94;71.55;+10.61;Active
Rodrigo Jesus;Vereinslos / Free Agent;18;23;63.02;73.62;+10.60;Active
Gabin Gicquel;Vereinslos / Free Agent;20;25;63.46;74.02;+10.56;Active
Jonathan Schipkowski;Vereinslos / Free Agent;20;25;62.14;72.65;+10.51;Active
Kamiel Hannes;Vereinslos / Free Agent;19;24;63.20;73.61;+10.41;Active
Maxime Corbeil;Vereinslos / Free Agent;21;26;61.03;71.44;+10.41;Active
Antonin Salas;Vereinslos / Free Agent;21;26;57.51;67.91;+10.40;Active
Witse Bertels;Vereinslos / Free Agent;20;25;62.80;73.15;+10.35;Active
Simon Schabernig;Vereinslos / Free Agent;21;26;62.14;72.46;+10.32;Active
Lennard Degenkolb;Vereinslos / Free Agent;17;22;58.08;68.38;+10.30;Active
Matyá Muron;Vereinslos / Free Agent;21;26;60.35;70.61;+10.26;Active
Maxim Roor;Vereinslos / Free Agent;20;25;61.09;71.35;+10.26;Active
Valentin Zobl;Vereinslos / Free Agent;20;25;61.28;71.53;+10.25;Active
Andrea Rinaldi;Vereinslos / Free Agent;21;26;63.26;73.46;+10.20;Active
Felix Rützler;Vereinslos / Free Agent;21;26;61.19;71.39;+10.20;Active
Luca Bednarek;Vereinslos / Free Agent;19;24;62.42;72.61;+10.19;Active
Adam Strejcek;Vereinslos / Free Agent;20;25;62.96;73.14;+10.18;Active
Girmalem Gebreziher;Vereinslos / Free Agent;19;24;58.63;68.80;+10.17;Active
Juan Manuel Pérez;Vereinslos / Free Agent;21;26;57.33;67.50;+10.17;Active
Lohann Vulliez;Vereinslos / Free Agent;20;25;61.73;71.89;+10.16;Active
Antoni Chrzastowski;Vereinslos / Free Agent;21;26;57.76;67.91;+10.15;Active
Gabriel Séguin;Vereinslos / Free Agent;21;26;60.36;70.50;+10.14;Active
Ethan Dunbar;Vereinslos / Free Agent;17;22;52.12;62.26;+10.14;Active
Anders-Nikolai Vasseng;Vereinslos / Free Agent;22;27;58.23;68.35;+10.12;Active
Max Goold;Vereinslos / Free Agent;20;25;63.94;74.04;+10.10;Active
Tomasz Listwon;Vereinslos / Free Agent;22;27;61.41;71.50;+10.09;Active
Similien Hamon;Vereinslos / Free Agent;20;25;63.85;73.91;+10.06;Active
Henrik Filseth;Vereinslos / Free Agent;21;26;61.81;71.87;+10.06;Active
Bastian Petric;Vereinslos / Free Agent;19;24;62.71;72.77;+10.06;Active
Finn Wilson;Vereinslos / Free Agent;21;26;62.33;72.38;+10.05;Active
Mikolaj Legiec;Vereinslos / Free Agent;19;24;64.16;74.20;+10.04;Active
Max Bufton;Vereinslos / Free Agent;20;25;62.14;72.16;+10.02;Active
Cristian Bonini;Vereinslos / Free Agent;20;25;61.11;71.12;+10.01;Active
Max Rijvers;Vereinslos / Free Agent;20;25;62.80;72.79;+9.99;Active
Xavier Sirianni;Vereinslos / Free Agent;21;26;57.34;67.31;+9.97;Active
Dawid Latkowski;Vereinslos / Free Agent;21;26;63.52;73.46;+9.94;Active
Jonas Holzknecht;Vereinslos / Free Agent;22;27;58.54;68.42;+9.88;Active
Esteban Mejia Morales;Vereinslos / Free Agent;20;25;62.52;72.38;+9.86;Active
Gabriel Payne;Vereinslos / Free Agent;22;27;60.65;70.49;+9.84;Active
Sybren Stockx;Vereinslos / Free Agent;21;26;59.99;69.83;+9.84;Active
Mateusz Uryga;Vereinslos / Free Agent;22;27;57.37;67.21;+9.84;Active
Daniel Kubena;Vereinslos / Free Agent;18;23;62.61;72.43;+9.82;Active
Herman Sjøvaag;Vereinslos / Free Agent;19;24;61.48;71.30;+9.82;Active
Juan Miguel Diaz;Vereinslos / Free Agent;20;25;64.02;73.83;+9.81;Active
Sebastián Michalec;Vereinslos / Free Agent;21;26;63.82;73.62;+9.80;Active
Jaime Torres;Vereinslos / Free Agent;19;24;62.13;71.93;+9.80;Active
Linards Lukss;Vereinslos / Free Agent;22;27;60.43;70.21;+9.78;Active
Jakub Brutkowski;Vereinslos / Free Agent;21;26;63.23;72.99;+9.76;Active
Marius Linde;Vereinslos / Free Agent;18;23;61.96;71.71;+9.75;Active
Simon Schwartz;Vereinslos / Free Agent;20;25;64.09;73.84;+9.75;Active
Lukas Vogt;Vereinslos / Free Agent;22;27;56.53;66.27;+9.74;Active
Mattia Agostinacchio;Vereinslos / Free Agent;19;24;63.96;73.65;+9.69;Active
Lorenzo Marangoni;Vereinslos / Free Agent;20;25;60.75;70.43;+9.68;Active
Andrea Donati;Vereinslos / Free Agent;20;25;64.23;73.91;+9.68;Active
Thomas Ludlam;Vereinslos / Free Agent;22;27;61.97;71.65;+9.68;Active
Laurin Nenning;Vereinslos / Free Agent;22;27;60.45;70.12;+9.67;Active
Louis Gautheron;Vereinslos / Free Agent;21;26;58.08;67.74;+9.66;Active
Ufitimana Shadrack;Vereinslos / Free Agent;20;25;60.00;69.66;+9.66;Active
Ryosuke Momen;Vereinslos / Free Agent;20;25;58.96;68.60;+9.64;Active
Cal Tutty;Vereinslos / Free Agent;21;26;60.47;70.11;+9.64;Active
Luká Sedlák;Vereinslos / Free Agent;21;26;61.41;71.05;+9.64;Active
Daniel Brockhoff;Vereinslos / Free Agent;21;26;61.72;71.33;+9.61;Active
Casper Rode;Vereinslos / Free Agent;22;27;63.33;72.94;+9.61;Active
Jack Clark;Vereinslos / Free Agent;21;26;62.91;72.52;+9.61;Active
Adam Kubelka;Vereinslos / Free Agent;22;27;58.33;67.92;+9.59;Active
Fletcher Medway;Vereinslos / Free Agent;19;24;60.62;70.21;+9.59;Active
Jan Hezina;Vereinslos / Free Agent;21;26;57.51;67.07;+9.56;Active
Antoine Bergeron;Vereinslos / Free Agent;20;25;62.52;72.07;+9.55;Active
Graham Francis;Vereinslos / Free Agent;19;24;60.46;70.00;+9.54;Active
Daniel Anderson;Vereinslos / Free Agent;17;22;52.19;61.73;+9.54;Active
Taj agar;Vereinslos / Free Agent;21;26;60.01;69.54;+9.53;Active
Sune De Valck;Vereinslos / Free Agent;19;24;62.12;71.63;+9.51;Active
Szymon Ilski;Vereinslos / Free Agent;20;25;64.14;73.64;+9.50;Active
Joan Gamundi;Vereinslos / Free Agent;21;26;64.39;73.87;+9.48;Active
Barnabás Mórocz;Vereinslos / Free Agent;22;27;61.21;70.66;+9.45;Active
Vetle Lygra;Vereinslos / Free Agent;21;26;62.72;72.17;+9.45;Active
Noah Bøge;Vereinslos / Free Agent;20;25;61.68;71.10;+9.42;Active
Baptiste Swertvaegher;Vereinslos / Free Agent;22;27;62.87;72.29;+9.42;Active
Federico Vettore;Vereinslos / Free Agent;20;25;59.25;68.67;+9.42;Active
Elias Wändel;Vereinslos / Free Agent;19;24;64.96;74.37;+9.41;Active
Jonas Shelverton;Vereinslos / Free Agent;20;25;61.62;71.01;+9.39;Active
Noel Toth;Vereinslos / Free Agent;20;25;62.82;72.21;+9.39;Active
Francesco Baruzzi;Vereinslos / Free Agent;20;25;63.19;72.54;+9.35;Active
Marcos Freire;Vereinslos / Free Agent;20;25;64.83;74.16;+9.33;Active
Joan Cadena;Vereinslos / Free Agent;22;27;62.57;71.90;+9.33;Active
Tobias Larsen;Vereinslos / Free Agent;21;26;60.52;69.80;+9.28;Active
Isshin Yamasato;Vereinslos / Free Agent;22;27;61.42;70.69;+9.27;Active
Lucas Strahodinsky;Vereinslos / Free Agent;19;24;62.52;71.78;+9.26;Active
Sjors Lugthart;Vereinslos / Free Agent;22;27;64.29;73.52;+9.23;Active
Andrea Rocchetti;Vereinslos / Free Agent;21;26;56.76;65.98;+9.22;Active
Ollie Jirovec;Vereinslos / Free Agent;19;24;62.36;71.55;+9.19;Active
Simon Gaudreault;Vereinslos / Free Agent;19;24;60.31;69.49;+9.18;Active
Giacomo Agostino;Vereinslos / Free Agent;18;23;62.08;71.26;+9.18;Active
Arne De Maere;Vereinslos / Free Agent;21;26;63.79;72.96;+9.17;Active
Hugo Aguilar;Vereinslos / Free Agent;22;27;63.00;72.16;+9.16;Active
Andrii Mechnikov;Vereinslos / Free Agent;19;24;60.08;69.19;+9.11;Active
Benedek Kiss;Vereinslos / Free Agent;21;26;58.95;68.04;+9.09;Active
Daan Wilmsen;Vereinslos / Free Agent;18;23;61.09;70.18;+9.09;Active
Caleb Maxham;Vereinslos / Free Agent;21;26;56.21;65.28;+9.07;Active
Josh Johnson;Vereinslos / Free Agent;19;24;64.22;73.29;+9.07;Active
Behailu Fikre;Vereinslos / Free Agent;21;26;58.55;67.62;+9.07;Active
Xander Scheldeman;Vereinslos / Free Agent;21;26;63.22;72.28;+9.06;Active
Marcell Imre Fehérvári;Vereinslos / Free Agent;21;26;55.95;64.98;+9.03;Active
Leo Worsam;Vereinslos / Free Agent;20;25;56.79;65.82;+9.03;Active
Aitor Martínez;Vereinslos / Free Agent;18;23;62.80;71.81;+9.01;Active
Dmytro Tytko;Vereinslos / Free Agent;22;27;59.61;68.62;+9.01;Active
Jesús Montenegro;Vereinslos / Free Agent;21;26;56.50;65.48;+8.98;Active
Nicolai Koldby;Vereinslos / Free Agent;21;26;61.84;70.80;+8.96;Active
Wannes Verschuere;Vereinslos / Free Agent;22;27;61.78;70.73;+8.95;Active
Nathanael Fry;Vereinslos / Free Agent;20;25;60.53;69.48;+8.95;Active
Tom van der Valk;Vereinslos / Free Agent;21;26;60.85;69.80;+8.95;Active
Léo Busson;Vereinslos / Free Agent;21;26;62.92;71.87;+8.95;Active
Johannes Rørby Petersen;Vereinslos / Free Agent;22;27;59.30;68.24;+8.94;Active
Jost van de Streek;Vereinslos / Free Agent;21;26;64.96;73.88;+8.92;Active
Célian Deweerd;Vereinslos / Free Agent;20;25;65.27;74.19;+8.92;Active
Soren Bruyère Joumard;Vereinslos / Free Agent;19;24;63.23;72.12;+8.89;Active
Stefano Masciarelli;Vereinslos / Free Agent;20;25;64.96;73.85;+8.89;Active
Fred Meredith;Vereinslos / Free Agent;22;27;62.70;71.58;+8.88;Active
Bruno Solheim;Vereinslos / Free Agent;22;27;58.84;67.71;+8.87;Active
Thor Vangsø Nielsen;Vereinslos / Free Agent;21;26;62.02;70.86;+8.84;Active
Afonso Ribeiro;Vereinslos / Free Agent;20;25;56.40;65.24;+8.84;Active
Maui Morrison;Vereinslos / Free Agent;22;27;64.63;73.46;+8.83;Active
Maciej Bajdor;Vereinslos / Free Agent;21;26;59.02;67.83;+8.81;Active
Pietro Galbusera;Vereinslos / Free Agent;19;24;63.37;72.18;+8.81;Active
Kristupas Mikutis;Vereinslos / Free Agent;22;27;62.56;71.35;+8.79;Active
Nicolas Aernouts;Vereinslos / Free Agent;21;26;62.48;71.27;+8.79;Active
Thomas Rigamonti;Vereinslos / Free Agent;21;26;62.06;70.85;+8.79;Active
Tommaso Marchi;Vereinslos / Free Agent;20;25;62.63;71.41;+8.78;Active
Szabolcs Csáki;Vereinslos / Free Agent;20;25;60.76;69.54;+8.78;Active
Jerónimo Calderón Palacio;Vereinslos / Free Agent;20;25;60.97;69.74;+8.77;Active
Espen Jensen;Vereinslos / Free Agent;22;27;61.29;70.05;+8.76;Active
Benjamín Noval;Vereinslos / Free Agent;18;23;64.69;73.45;+8.76;Active
Albert Taylor;Vereinslos / Free Agent;21;26;61.90;70.65;+8.75;Active
Rick Versloot;Vereinslos / Free Agent;20;25;63.02;71.76;+8.74;Active
Finlay Hawker;Vereinslos / Free Agent;21;26;63.61;72.34;+8.73;Active
Victor Wedekind;Vereinslos / Free Agent;20;25;61.31;70.04;+8.73;Active
Richard Ründva;Vereinslos / Free Agent;21;26;60.33;68.99;+8.66;Active
Jules Pecquenard;Vereinslos / Free Agent;21;26;61.01;69.66;+8.65;Active
Wilson Hannon;Vereinslos / Free Agent;22;27;61.55;70.18;+8.63;Active
Nicolas Galindo;Vereinslos / Free Agent;22;27;61.45;70.08;+8.63;Active
Sebastian Suppi;Vereinslos / Free Agent;19;24;60.49;69.11;+8.62;Active
Charlie Thew;Vereinslos / Free Agent;21;26;57.32;65.94;+8.62;Active
Moritz Mauss;Vereinslos / Free Agent;20;25;62.01;70.62;+8.61;Active
Bálint Makrai;Vereinslos / Free Agent;20;25;60.85;69.46;+8.61;Active
Stan Craps;Vereinslos / Free Agent;20;25;62.43;71.03;+8.60;Active
Mattia Sambinello;Vereinslos / Free Agent;21;26;63.57;72.17;+8.60;Active
Filip Persson;Vereinslos / Free Agent;20;25;60.90;69.50;+8.60;Active
Janek Jackowiak;Lavazza - Pirelli;19;24;66.68;75.26;+8.58;Active
Bernardo Bermeo;Vereinslos / Free Agent;22;27;61.56;70.14;+8.58;Active
Francesco Cornacchini;Vereinslos / Free Agent;19;24;61.46;70.02;+8.56;Active
Alex Beldon;Vereinslos / Free Agent;21;26;64.07;72.62;+8.55;Active
Johan Blanc;Vereinslos / Free Agent;20;25;64.96;73.51;+8.55;Active
Håkon Øksnes;Vereinslos / Free Agent;20;25;64.13;72.65;+8.52;Active
Guilherme Mesquita;Vereinslos / Free Agent;22;27;61.35;69.86;+8.51;Active
Héctor Celda;Vereinslos / Free Agent;20;25;62.47;70.97;+8.50;Active
Kacper Wielgosz;Vereinslos / Free Agent;22;27;56.11;64.60;+8.49;Active
Denley van Wijnbergen;Vereinslos / Free Agent;20;25;62.60;71.09;+8.49;Active
Emilio García;Vereinslos / Free Agent;20;25;63.71;72.19;+8.48;Active
Soen Le Pann;Vereinslos / Free Agent;18;23;61.69;70.17;+8.48;Active
Nikolai Rysletten-Solvoll;Vereinslos / Free Agent;21;26;63.57;72.04;+8.47;Active
Marco Guercilena;Vereinslos / Free Agent;20;25;61.86;70.33;+8.47;Active
Martín Herreño;Spotify - Cervelo;20;25;66.96;75.42;+8.46;Active
Alfred Oldin;Vereinslos / Free Agent;22;27;61.88;70.33;+8.45;Active
Yarno Heymans;Vereinslos / Free Agent;21;26;62.51;70.96;+8.45;Active
Matteo Mengarelli;Vereinslos / Free Agent;19;24;62.58;71.02;+8.44;Active
Lucas Bhimy;Vereinslos / Free Agent;21;26;59.41;67.83;+8.42;Active
Arthur Van Den Boer;Vereinslos / Free Agent;20;25;63.85;72.26;+8.41;Active
Ksawier Garnek;Vereinslos / Free Agent;22;27;62.92;71.30;+8.38;Active
Charlie Volavka;Vereinslos / Free Agent;20;25;56.65;65.03;+8.38;Active
Juan Diego Quintero;Vereinslos / Free Agent;20;25;63.14;71.50;+8.36;Active
Edward Charles;Vereinslos / Free Agent;21;26;58.13;66.49;+8.36;Active
Seff Van Kerckhove;Vereinslos / Free Agent;19;24;62.18;70.54;+8.36;Active
Iker Villar;Vereinslos / Free Agent;20;25;66.10;74.46;+8.36;Active
Edwar Becerra;Vereinslos / Free Agent;22;27;63.07;71.43;+8.36;Active
Luca Laudi;Vereinslos / Free Agent;20;25;61.20;69.55;+8.35;Active
Raphael Péloquin;Vereinslos / Free Agent;20;25;59.80;68.15;+8.35;Active
Ezra Caudell;Vereinslos / Free Agent;20;25;62.96;71.30;+8.34;Active
Thijs Wiersma;Vereinslos / Free Agent;19;24;62.06;70.37;+8.31;Active
Tommaso Farsetti;Vereinslos / Free Agent;21;26;63.89;72.18;+8.29;Active
Roberto Capello;Vereinslos / Free Agent;19;24;63.14;71.43;+8.29;Active
Thomas Turri;Vereinslos / Free Agent;20;25;61.70;69.99;+8.29;Active
Hugo Boucher;Vereinslos / Free Agent;19;24;63.34;71.62;+8.28;Active
Jenaro Pérez;Vereinslos / Free Agent;22;27;59.02;67.30;+8.28;Active
Thibaut Van Damme;Vereinslos / Free Agent;19;24;65.10;73.37;+8.27;Active
Maxime Croket;Vereinslos / Free Agent;20;25;56.31;64.58;+8.27;Active
Alexandre Trouvain;Vereinslos / Free Agent;20;25;63.33;71.59;+8.26;Active
Lenny Karstedt;Vereinslos / Free Agent;19;24;61.44;69.70;+8.26;Active
Olivér Soós;Vereinslos / Free Agent;19;24;62.01;70.25;+8.24;Active
Yann Dubois;Vereinslos / Free Agent;19;24;63.28;71.51;+8.23;Active
Danylo Kozoriz;Vereinslos / Free Agent;20;25;57.20;65.42;+8.22;Active
Valtteri Terhelä;Vereinslos / Free Agent;20;25;60.79;68.99;+8.20;Active
Nicolas Halter;Michelin - Look;21;26;67.61;75.81;+8.20;Active
Martí Gozalbo;Vereinslos / Free Agent;21;26;62.90;71.10;+8.20;Active
Tars Poelvoorde;Swiss Re - BMC;21;26;67.03;75.22;+8.19;Active
Domen Oblak;Vereinslos / Free Agent;21;26;61.47;69.63;+8.16;Active
René Messely;Vereinslos / Free Agent;19;24;60.27;68.43;+8.16;Active
imon Matejek;Vereinslos / Free Agent;19;24;62.06;70.22;+8.16;Active
Marc Rubirola;Vereinslos / Free Agent;22;27;65.25;73.41;+8.16;Active
Magnus Flaterud;Vereinslos / Free Agent;20;25;62.55;70.71;+8.16;Active
Estiven Garcia;Vereinslos / Free Agent;22;27;64.76;72.88;+8.12;Active
Maarten Hamminga;Vereinslos / Free Agent;22;27;64.17;72.29;+8.12;Active
Samuel Gualtieri;Vereinslos / Free Agent;20;25;60.62;68.73;+8.11;Active
Pepe Albrecht;Vereinslos / Free Agent;20;25;63.11;71.21;+8.10;Active
Gustavo Narciso;Vereinslos / Free Agent;21;26;53.97;62.07;+8.10;Active
Krystian Sztaba;Vereinslos / Free Agent;21;26;61.56;69.64;+8.08;Active
Thijs Vrij;Vereinslos / Free Agent;20;25;62.79;70.87;+8.08;Active
Yecid Mauricio Cuastumal;Vereinslos / Free Agent;23;28;60.19;68.27;+8.08;Active
Santiago Oyola;Vereinslos / Free Agent;21;26;61.23;69.30;+8.07;Active
Winston Maestre;Vereinslos / Free Agent;21;26;60.30;68.37;+8.07;Active
Ian Peran;Vereinslos / Free Agent;21;26;59.71;67.77;+8.06;Active
Janvier Rugemintwaza;Vereinslos / Free Agent;21;26;56.43;64.49;+8.06;Active
Matthew Ney;Vereinslos / Free Agent;22;27;60.68;68.73;+8.05;Active
Manuel Sanroma;Vereinslos / Free Agent;22;27;62.93;70.97;+8.04;Active
Ron Rooni;Vereinslos / Free Agent;20;25;63.52;71.54;+8.02;Active
Gabriel Preyler;Vereinslos / Free Agent;20;25;59.76;67.78;+8.02;Active
Jonas Beck;Vereinslos / Free Agent;22;27;64.59;72.59;+8.00;Active
Luca Unwin;Vereinslos / Free Agent;22;27;61.95;69.92;+7.97;Active
Markus Mäeuibo;Vereinslos / Free Agent;21;26;66.11;74.08;+7.97;Active
Braden Reitz;Vereinslos / Free Agent;20;25;63.75;71.71;+7.96;Active
Caden Budd;Vereinslos / Free Agent;20;25;61.94;69.90;+7.96;Active
Ksawery Adaszak;Vereinslos / Free Agent;20;25;62.56;70.50;+7.94;Active
Brandon Fedrizzi;Vereinslos / Free Agent;18;23;64.01;71.95;+7.94;Active
Joel Douglas;Vereinslos / Free Agent;22;27;61.83;69.77;+7.94;Active
Kazuma Fujimura;Vereinslos / Free Agent;21;26;63.11;71.03;+7.92;Active
Virgo Mitt;Vereinslos / Free Agent;21;26;61.73;69.65;+7.92;Active
David Gaffney;Vereinslos / Free Agent;20;25;63.52;71.43;+7.91;Active
